subject_id,stress_condition,trial_number,environment,trial_number_in_env,trial_start_time,reaction_time,trial_time,reward,state
31730,1,1,2,1,0,1094,11233.9079547091,6.86279393096334,0
31730,1,2,2,2,11233.9079547091,1283,8109.97880229297,6.31553773813789,0
31730,1,3,2,3,19343.8867570021,1198,8566.97740307209,5.59262093606141,0
31730,1,4,2,4,27910.8641600742,1163,7928.06408770593,4.97489397457026,0
31730,1,5,2,5,35838.9282477801,1234,7323.58104547347,4.36230918087373,0
31730,1,6,2,6,43162.5092932536,1970,8251.99395118761,3.86913804927029,0
31730,1,7,2,7,51414.5032444412,1503,7714.74745655178,3.26116585809444,0
31730,1,8,2,8,59129.250700993,1267,7454.78994677251,2.83100900463327,0
31730,1,9,2,9,66584.0406477655,954,36554.1845124808,0,1
31730,1,10,2,10,103138.225160246,901,7573.51566678699,6.94842883678474,0
31730,1,11,2,11,110711.740827033,581,6779.06349277873,6.25972478496729,0
31730,1,12,2,12,117490.804319812,480,7833.98198471514,5.92491236068922,0
31730,1,13,2,13,125324.786304527,997,7625.3785445715,5.30946171987764,0
31730,1,14,2,14,132950.164849099,747,7423.75146460108,4.66543448879323,0
31730,1,15,2,15,140373.9163137,448,7136.86544157646,3.93326496653013,0
31730,1,16,2,16,147510.781755276,962,7534.195225895,3.85687738043403,0
31730,1,17,2,17,155044.976981171,828,7289.56358640242,3.70461608341602,0
31730,1,18,2,18,162334.540567574,756,7672.32004664585,3.43393171683638,0
31730,1,19,2,19,170006.860614219,1032,7389.50527888481,2.67186156250763,0
31730,1,20,2,20,177396.365893104,944,27202.7130377337,0,1
31730,1,21,2,21,204599.078930838,808,7303.53842884142,7.03591810261552,0
31730,1,22,2,22,211902.617359679,1265,7607.74684108401,6.77391146100551,0
31730,1,23,2,23,219510.364200763,639,7442.92025854337,5.9050076126129,0
31730,1,24,2,24,226953.284459307,704,6797.57928992878,5.27909818267428,0
31730,1,25,2,25,233750.863749236,522,6534.98372051035,4.69319486406135,0
31730,1,26,2,26,240285.847469746,781,6597.33484079517,4.07821771550765,0
31730,1,27,2,27,246883.182310541,823,6507.69177287293,3.77494021414243,0
31730,1,28,2,28,253390.874083414,580,6178.96971090339,3.68025931275757,0
31730,1,29,2,29,259569.843794317,688,6318.90775324064,3.53108473475389,0
31730,1,30,2,30,265888.751547558,587,6275.65274001972,2.52643848053202,0
31730,1,31,2,31,272164.404287578,516,25758.9359431076,0,1
31730,1,32,2,32,297923.340230685,446,6506.88352638826,7.22218042896753,0
31730,1,33,1,1,335632.033739352,685,9534.31610733422,6.78255635076367,0
31730,1,34,1,2,345166.349846686,718,7091.14776531165,6.55048230565179,0
31730,1,35,1,3,352257.497611998,582,6915.05708685331,5.97035183310488,0
31730,1,36,1,4,359172.554698851,861,6982.52591642633,5.36091887345901,0
31730,1,37,1,5,366155.080615277,698,6509.90240206552,5.43980304472114,0
31730,1,38,1,6,372664.983017343,779,6778.03284024779,4.67983867594006,0
31730,1,39,1,7,379443.015857591,647,11861.0199233153,0,1
31730,1,40,1,8,391304.035780906,563,6747.23493584135,6.58533211262358,0
31730,1,41,1,9,398051.270716747,448,6647.67010902136,5.92807003106702,0
31730,1,42,1,10,404698.940825769,573,6232.04061300389,5.28767176348223,0
31730,1,43,1,11,410930.981438773,532,6700.14410963812,4.86661400126666,0
31730,1,44,1,12,417631.125548411,497,11455.2632015566,0,1
31730,1,45,1,13,429086.388749967,682,6970.26909156376,7.05197442609656,0
31730,1,46,1,14,436056.657841531,1329,7413.95690774149,6.7264878049948,0
31730,1,47,1,15,443470.614749272,1016,7543.92736684717,6.18436716306722,0
31730,1,48,1,16,451014.54211612,618,6810.0348185944,5.67162745948751,0
31730,1,49,1,17,457824.576934714,685,6709.0446968996,4.78163348966671,0
31730,1,50,1,18,464533.621631614,681,10994.8720197389,0,1
31730,1,51,1,19,475528.493651353,731,6719.84422886092,7.23198057501721,0
31730,1,52,1,20,482248.337880214,528,7443.41247512237,7.14257142026864,0
31730,1,53,1,21,489691.750355336,786,6510.91843821085,6.53432407882392,0
31730,1,54,1,22,496202.668793547,506,6810.88296385499,5.93520463160548,0
31730,1,55,1,23,503013.551757402,523,6531.13289610698,5.33954523043604,0
31730,1,56,1,24,509544.684653509,489,6612.86178511003,4.62031631518041,0
31730,1,57,1,25,516157.546438619,473,10596.9062252353,0,1
31730,1,58,1,26,526754.452663854,672,6995.24256480427,6.93849480426534,0
31730,1,59,1,27,533749.695228658,596,6280.42795189691,6.48170064334206,0
31730,1,60,1,28,540030.123180555,631,6378.03813374916,6.24064343915866,0
31730,1,61,1,29,546408.161314304,413,6398.37110285775,5.76783489841267,0
31730,1,62,1,30,552806.532417162,1416,7134.80413651455,5.54640680671518,0
31730,1,63,1,31,559941.336553677,632,6428.77989544277,4.93132919760646,0
31730,1,64,1,32,566370.116449119,547,10407.9005896329,0,1
31730,1,65,1,33,576778.017038752,647,6369.47372329817,6.74920792424596,0
31730,1,66,1,34,583147.49076205,752,6505.49180969025,6.0346918554196,0
31730,1,67,1,35,589652.982571741,580,6271.28718190582,5.42087776015812,0
31730,1,68,1,36,595924.269753647,614,6361.0574518661,5.12490571605586,0
31730,1,69,1,37,602285.327205513,565,6709.45672088966,4.51543487622147,0
31730,1,70,1,38,608994.783926402,513,10337.4654243526,0,1
31730,1,71,1,39,619332.249350755,396,6137.69225481886,7.26697615248688,0
31730,1,72,1,40,625469.941605574,706,6445.36395979044,6.35645131465346,0
31730,1,73,1,41,631915.305565364,619,6379.66410761513,5.69061245733649,0
31730,2,1,2,1,0,640,10548.8890363704,6.74263238437793,0
31730,2,2,2,2,10548.8890363704,565,6709.2200934967,6.14472735055045,0
31730,2,3,2,3,17258.1091298671,630,6286.9918930428,5.59747409912068,0
31730,2,4,2,4,23545.1010229099,630,6228.35372911322,5.25923297911935,0
31730,2,5,2,5,29773.4547520231,649,6691.26761965526,4.83059342078534,0
31730,2,6,2,6,36464.7223716784,434,6434.80026514953,4.34605470769649,0
31730,2,7,2,7,42899.5226368279,579,28148.558548095,0,1
31730,2,8,2,8,71048.0811849229,497,6578.29917445088,6.93432820090399,0
31730,2,9,2,9,77626.3803593738,406,6214.30185438476,6.41313681005786,0
31730,2,10,2,10,83840.6822137586,564,6484.9498658059,5.98930093524598,0
31730,2,11,2,11,90325.6320795645,464,6523.91556312978,5.31272322566775,0
31730,2,12,2,12,96849.5476426942,436,6065.85944727885,4.57099824837887,0
31730,2,13,2,13,102915.407089973,606,6729.62495941101,3.83299564683217,0
31730,2,14,2,14,109645.032049384,446,25834.9841945546,0,1
31730,2,15,2,15,135480.016243939,514,6104.45815487401,7.14411208707396,0
31730,2,16,2,16,141584.474398813,565,6539.95013048188,6.12626780320633,0
31730,2,17,2,17,148124.424529295,417,6097.24437723527,5.35444022324242,0
31730,2,18,2,18,154221.66890653,598,6552.01338702679,5.25036228829093,0
31730,2,19,2,19,160773.682293557,573,6780.33511811192,4.35488769492091,0
31730,2,20,2,20,167554.017411669,499,6741.42196075991,4.06899141681302,0
31730,2,21,2,21,174295.439372429,464,26002.8185917236,0,1
31730,2,22,2,22,200298.257964152,513,6646.92822881805,7.17885185116612,0
31730,2,23,2,23,206945.18619297,433,6450.40898220212,6.34251017633757,0
31730,2,24,2,24,213395.595175172,440,6180.65178007784,5.97991447173837,0
31730,2,25,2,25,219576.24695525,498,6231.58276467619,5.30081077953098,0
31730,2,26,2,26,225807.829719926,546,6524.53024129683,5.06106704398336,0
31730,2,27,2,27,232332.359961223,634,6718.21469965836,4.29732890427283,0
31730,2,28,2,28,239050.574660881,705,25548.4932089112,0,1
31730,2,29,2,29,264599.067869793,462,6380.83697360341,7.20853596861421,0
31730,2,30,2,30,270979.904843396,435,6046.25058169226,6.81740950169694,0
31730,2,31,2,31,277026.155425088,789,6396.32559929119,6.12030145511995,0
31730,2,32,2,32,283422.481024379,767,6397.32030342025,6.15239074250035,0
31730,2,33,2,33,289819.8013278,465,6129.72277066729,5.40793249720399,0
31730,2,34,2,34,295949.524098467,447,6046.61954660696,5.05850215282415,0
31730,2,35,1,1,333148.914871816,780,8011.480576406,4.00187582872735,0
31730,2,36,1,2,341160.395448222,555,6682.08813599998,3.64855813385473,0
31730,2,37,1,3,347842.483584222,506,11430.7444163442,0,1
31730,2,38,1,4,359273.228000566,554,6246.07708127407,7.21016192426791,0
31730,2,39,1,5,365519.30508184,512,6798.06242064841,6.9299708479962,0
31730,2,40,1,6,372317.367502488,498,6580.67137393117,6.2442259701929,0
31730,2,41,1,7,378898.038876419,715,6425.18979571108,6.08243263426496,0
31730,2,42,1,8,385323.22867213,672,6402.48462712043,5.28305982903875,0
31730,2,43,1,9,391725.713299251,429,10736.3161025914,0,1
31730,2,44,1,10,402462.029401842,497,6184.21817756648,6.90803529201606,0
31730,2,45,1,11,408646.247579409,590,6297.17398157477,5.98824150652453,0
31730,2,46,1,12,414943.421560984,480,6215.08442343841,5.41405623762713,0
31730,2,47,1,13,421158.505984422,638,6347.38520806242,5.02671936667503,0
31730,2,48,1,14,427505.891192484,465,10738.7839011208,0,1
31730,2,49,1,15,438244.675093605,464,6134.5363011696,6.98981998174397,0
31730,2,50,1,16,444379.211394775,731,6824.89256958436,6.27758765961698,0
31730,2,51,1,17,451204.103964359,606,6318.57750198833,5.47304888560661,0
31730,2,52,1,18,457522.681466347,779,7013.74809098162,4.35101094416226,0
31730,2,53,1,19,464536.429557329,522,6275.11785940442,3.97478761863925,0
31730,2,54,1,20,470811.547416733,770,11078.7732193093,0,1
31730,2,55,1,21,481890.320636043,632,6396.55551104806,7.22337435201897,0
31730,2,56,1,22,488286.876147091,556,6282.79106551781,6.5121059098653,0
31730,2,57,1,23,494569.667212609,581,6310.3014688277,5.80530051356836,0
31730,2,58,1,24,500879.968681436,506,6197.13985034468,5.41000881309427,0
31730,2,59,1,25,507077.108531781,572,10410.1708694688,0,1
31730,2,60,1,26,517487.27940125,564,6252.08085941267,7.32750369625704,0
31730,2,61,1,27,523739.360260663,552,6848.65209294733,6.62862287543647,0
31730,2,62,1,28,530588.01235361,496,6797.1684510503,6.15985798473391,0
31730,2,63,1,29,537385.18080466,1105,7177.47251922451,5.83976528051959,0
31730,2,64,1,30,544562.653323885,530,6693.46007712733,5.50773448364687,0
31730,2,65,1,31,551256.113401012,682,6949.81326583005,4.57217419615823,0
31730,2,66,1,32,558205.926666842,640,10548.4473845754,0,1
31730,2,67,1,33,568754.374051417,1064,6841.45253665338,7.31623490320431,0
31730,2,68,1,34,575595.826588071,569,6910.74209352338,6.9188779165041,0
31730,2,69,1,35,582506.568681594,506,6228.61208356149,6.45131028309202,0
31730,2,70,1,36,588735.180765156,632,6421.28761644755,5.76904625818043,0
31730,2,71,1,37,595156.468381603,545,6325.56018276035,5.27192165983175,0
31730,2,72,1,38,601482.028564364,648,6349.37185105809,4.77394231814451,0
31730,2,73,1,39,607831.400415422,645,10438.7470836373,0,1
31730,2,74,1,40,618270.147499059,639,6351.85229078168,6.66429096832572,0
31730,2,75,1,41,624621.999789841,529,6245.30122785468,6.56049468086238,0
31730,2,76,1,42,630867.301017695,532,6193.09111221263,5.9843315346171,0
43000,1,1,1,1,0,1,8752.27542431134,7.15102494163776,0
43000,1,2,1,2,8752.27542431134,604,6325.72778024456,6.6385740341243,0
43000,1,3,1,3,15078.0032045559,515,6927.68930661185,6.35780583607349,0
43000,1,4,1,4,22005.6925111678,549,6692.76241251862,5.67319039477601,0
43000,1,5,1,5,28698.4549236864,843,7116.82526163429,5.06179279282236,0
43000,1,6,1,6,35815.2801853207,763,6979.94821829536,4.6929328937213,0
43000,1,7,1,7,42795.228403616,714,6996.20288568045,4.25421006541047,0
43000,1,8,1,8,49791.4312892965,1,15946.9126916532,0,1
43000,1,9,1,9,65738.3439809496,473,7325.46349919176,6.69202864901345,0
43000,1,10,1,10,73063.8074801414,570,6929.53255831964,6.11414974769094,0
43000,1,11,1,11,79993.340038461,845,7119.39103956865,5.78080525032134,0
43000,1,12,1,12,87112.7310780297,678,6925.01884335758,5.04843669372262,0
43000,1,13,1,13,94037.7499213873,554,6735.72013229062,4.40369312645069,0
43000,1,14,1,14,100773.470053678,671,10938.5208793883,0,1
43000,1,15,1,15,111711.990933066,600,6711.78630289376,7.09112856588989,0
43000,1,16,1,16,118423.77723596,687,6988.17332412626,6.19471345916482,0
43000,1,17,1,17,125411.950560086,745,6807.54255754534,6.23042684761325,0
43000,1,18,1,18,132219.493117632,630,6710.44712087716,5.87616943501962,0
43000,1,19,1,19,138929.940238509,1114,6964.54683502702,5.38257409196345,0
43000,1,20,1,20,145894.487073536,612,6795.88614345601,5.31161687113449,0
43000,1,21,1,21,152690.373216992,2246,8013.28594972895,4.2985565910362,0
43000,1,22,1,22,160703.659166721,735,10562.1712288398,0,1
43000,1,23,1,23,171265.83039556,488,6118.1454817816,7.21268357272744,0
43000,1,24,1,24,177383.975877342,690,6772.65903872802,6.67204726065202,0
43000,1,25,1,25,184156.63491607,447,6582.79581701162,6.14265575476229,0
43000,1,26,1,26,190739.430733082,572,6285.48911351681,5.48103111033615,0
43000,1,27,1,27,197024.919846598,545,6141.58985792819,4.91398475128682,0
43000,1,28,1,28,203166.509704527,480,6065.02538520246,4.55100581848273,0
43000,1,29,1,29,209231.535089729,512,6110.15739931646,4.12409680680537,0
43000,1,30,1,30,215341.692489046,513,10793.9220098317,0,1
43000,1,31,1,31,226135.614498877,480,6147.0481110028,6.76369296961296,0
43000,1,32,1,32,232282.66260988,511,6119.15085589135,6.45437598697382,0
43000,1,33,1,33,238401.813465771,504,6525.82290562207,6.1281332169396,0
43000,1,34,1,34,244927.636371394,481,6416.79847799393,5.6281501344052,0
43000,1,35,1,35,251344.434849387,972,6775.12052638154,5.12785527476724,0
43000,1,36,1,36,258119.555375769,896,6521.25625544158,4.43331844595813,0
43000,1,37,1,37,264640.811631211,621,10378.5298704746,0,1
43000,1,38,1,38,275019.341501685,539,6212.39821821643,7.01267659321092,0
43000,1,39,1,39,281231.739719902,596,6197.10586569627,6.5322759750906,0
43000,1,40,1,40,287428.845585598,563,6807.85029288189,6.0065497623962,0
43000,1,41,1,41,294236.69587848,496,6188.01167419076,5.58896168284887,0
43000,1,42,1,42,300424.707552671,637,6306.01573203091,5.00046817802118,0
43000,1,43,2,1,337915.367251904,581,7954.43541824364,4.71549370075782,0
43000,1,44,2,2,345869.802670147,538,6811.63081556576,3.84227381667895,0
43000,1,45,2,3,352681.433485713,632,6342.13848801213,2.61306754412599,0
43000,1,46,2,4,359023.571973725,581,6267.7092007731,2.37220946480948,0
43000,1,47,2,5,365291.281174498,2262,7979.15498009784,1.77135042998456,0
43000,1,48,2,6,373270.436154596,598,6360.45091325103,1.09911569884303,0
43000,1,49,2,7,379630.887067847,681,25585.2968085594,0,1
43000,1,50,2,8,405216.183876407,548,6330.32524346252,6.93157359172333,0
43000,1,51,2,9,411546.509119869,861,7134.91765018192,6.53959942700287,0
43000,1,52,2,10,418681.426770051,593,6574.08481328096,5.98782197471492,0
43000,1,53,2,11,425255.511583332,583,6746.28742401418,5.14962959721125,0
43000,1,54,2,12,432001.799007346,613,6702.14142710192,4.33809785173643,0
43000,1,55,2,13,438703.940434448,702,6925.53634437284,4.1816958731303,0
43000,1,56,2,14,445629.476778821,664,6545.9501397647,3.97661928790256,0
43000,1,57,2,15,452175.426918586,670,6427.3685349903,3.26319996531168,0
43000,1,58,2,16,458602.795453576,566,6881.07431630598,2.88888933572748,0
43000,1,59,2,17,465483.869769882,630,6964.03288936231,2.83225309122791,0
43000,1,60,2,18,472447.902659244,823,6563.32355743623,1.96248503718784,0
43000,1,61,2,19,479011.22621668,526,6596.66207894782,1.6421127032208,0
43000,1,62,2,20,485607.888295628,597,6718.96495056478,0.908407874099061,0
43000,1,63,2,21,492326.853246193,445,25332.5086237002,0,1
43000,1,64,2,22,517659.361869893,547,6282.25650984666,7.28584817649145,0
43000,1,65,2,23,523941.61837974,645,6678.71008724044,7.09029030187009,0
43000,1,66,2,24,530620.32846698,532,6660.30482784996,6.74176599055393,0
43000,1,67,2,25,537280.63329483,663,6631.25998460932,6.36598318402611,0
43000,1,68,2,26,543911.89327944,549,6731.24987161229,5.77147970950422,0
43000,1,69,2,27,550643.143151052,531,6678.25895276747,5.16798175526403,0
43000,1,70,2,28,557321.402103819,597,6638.31103470176,4.63607679518089,0
43000,1,71,2,29,563959.713138521,564,7240.57674105524,4.01369046348416,0
43000,1,72,2,30,571200.289879576,704,6912.04931982188,3.60396633461217,0
43000,1,73,2,31,578112.339199398,567,6711.66542097728,3.13198685761979,0
43000,1,74,2,32,584824.004620375,2143,8864.18008087238,2.74035942966721,0
43000,1,75,2,33,593688.184701248,630,6763.29148027406,2.83990489970666,0
43000,1,76,2,34,600451.476181522,526,6810.59502345754,2.80454613071378,0
43000,1,77,2,35,607262.071204979,514,6447.6221815946,2.72527314662812,0
43000,1,78,2,36,613709.693386574,479,6856.41045494261,1.9818149065386,0
43000,1,79,2,37,620566.103841517,668,6354.38904067164,1.77601725629875,0
43000,1,80,2,38,626920.492882188,756,7313.98090223735,1.45758083141091,0
43000,1,81,2,39,634234.473784426,603,6296.02203685232,1.08745216447268,0
43000,2,1,2,1,0,2,8319.78283919216,6.97911180609079,0
43000,2,2,2,2,8319.78283919216,598,6761.20330442154,6.42781126766085,0
43000,2,3,2,3,15080.9861436137,546,6380.53350799328,5.86872970784773,0
43000,2,4,2,4,21461.519651607,614,6337.66783229521,5.67908229524934,0
43000,2,5,2,5,27799.1874839022,445,6104.25946789838,5.43808831200691,0
43000,2,6,2,6,33903.4469518006,580,6179.51162125564,4.56978290845586,0
43000,2,7,2,7,40082.9585730562,590,6200.32582811973,3.80751152195136,0
43000,2,8,2,8,46283.2844011759,781,6350.54728695196,3.49739713933442,0
43000,2,9,2,9,52633.8316881279,1063,25866.4614307677,0,1
43000,2,10,2,10,78500.2931188956,463,6061.70982335425,6.9070375535194,0
43000,2,11,2,11,84562.0029422498,461,6130.81161540913,6.2528100907344,0
43000,2,12,2,12,90692.8145576589,523,6228.88635361688,5.63962934658734,0
43000,2,13,2,13,96921.7009112758,1500,7229.45639481122,5.00600225829484,0
43000,2,14,2,14,104151.157306087,504,6253.06589723642,4.05504679317223,0
43000,2,15,2,15,110404.223203323,1076,6710.3455958686,3.57504009929993,0
43000,2,16,2,16,117114.568799192,612,6245.52815916605,2.98183826715409,0
43000,2,17,2,17,123360.096958358,455,6051.15122248753,2.5914694623999,0
43000,2,18,2,18,129411.248180846,530,6176.2888935591,2.43095209467851,0
43000,2,19,2,19,135587.537074405,449,6113.99599272499,2.32785552537361,0
43000,2,20,2,20,141701.53306713,512,6079.18081564459,1.928541570407,0
43000,2,21,2,21,147780.713882774,499,6114.01574467207,1.8018523365771,0
43000,2,22,2,22,153894.729627446,463,6078.77234537774,1.69754787927555,0
43000,2,23,2,23,159973.501972824,457,6598.74867464442,0.713216471151962,0
43000,2,24,2,24,166572.250647469,179,25821.5778961489,0,1
43000,2,25,2,25,192393.828543617,454,6566.68810411339,7.22401381579421,0
43000,2,26,2,26,198960.516647731,547,6208.11244072454,6.58558953711004,0
43000,2,27,2,27,205168.629088455,756,6396.63055484017,5.88048046811821,0
43000,2,28,2,28,211565.259643296,513,6164.98998971292,5.52190252553463,0
43000,2,29,2,29,217730.249633008,432,6061.31083402215,4.5193513159547,0
43000,2,30,2,30,223791.560467031,564,6231.46516783617,3.642590140076,0
43000,2,31,2,31,230023.025634867,582,6435.82829395338,3.2254628982231,0
43000,2,32,2,32,236458.85392882,453,6375.37666963224,3.1029893984416,0
43000,2,33,2,33,242834.230598452,466,6312.6259186629,2.60005481748757,0
43000,2,34,2,34,249146.856517115,483,6496.67061178887,2.23760918881298,0
43000,2,35,2,35,255643.527128904,676,6595.87753160714,1.7163316828403,0
43000,2,36,2,36,262239.404660511,587,6269.92971467099,1.13357840146884,0
43000,2,37,2,37,268509.334375182,771,25649.1576189583,0,1
43000,2,38,2,38,294158.491994141,638,6384.29506880813,6.54754265507877,0
43000,2,39,2,39,300542.787062949,582,6180.43127191457,5.95766455609629,0
43000,2,40,1,1,337853.879440435,527,7666.15061412769,5.1511478645206,0
43000,2,41,1,2,345520.030054563,998,6710.22668914701,4.60344606059384,0
43000,2,42,1,3,352230.25674371,556,6262.0791057584,4.35350230621243,0
43000,2,43,1,4,358492.335849468,523,6162.39063346846,3.79835293069179,0
43000,2,44,1,5,364654.726482936,656,6305.71036692802,3.25391703344694,0
43000,2,45,1,6,370960.436849864,457,6137.54070876306,2.35442855026805,0
43000,2,46,1,7,377097.977558627,582,10920.1089043358,0,1
43000,2,47,1,8,388018.086462963,630,6472.35833508469,7.05666209321818,0
43000,2,48,1,9,394490.444798048,496,6183.4055201161,6.8714624317398,0
43000,2,49,1,10,400673.850318164,597,6332.04405790323,6.36094007318186,0
43000,2,50,1,11,407005.894376067,481,6291.51464251342,6.05701702691153,0
43000,2,51,1,12,413297.409018581,484,6332.95185739419,5.24896382499912,0
43000,2,52,1,13,419630.360875975,465,6201.76535002835,4.29442132436191,0
43000,2,53,1,14,425832.126226003,621,6577.95698499971,3.75197364432749,0
43000,2,54,1,15,432410.083211003,749,6443.77845267946,3.11145159188945,0
43000,2,55,1,16,438853.861663682,581,6294.75712215755,2.46022278262262,0
43000,2,56,1,17,445148.61878584,480,10313.5613708796,0,1
43000,2,57,1,18,455462.18015672,581,6279.39761301695,7.2074482599049,0
43000,2,58,1,19,461741.577769737,495,6161.53063368984,6.82538245002085,0
43000,2,59,1,20,467903.108403426,481,6198.14837346668,6.1626369846052,0
43000,2,60,1,21,474101.256776893,428,6461.69820920931,5.60841684299999,0
43000,2,61,1,22,480562.954986102,565,6254.33871271025,4.99371575878123,0
43000,2,62,1,23,486817.293698813,567,6646.53179510421,4.17820757673468,0
43000,2,63,1,24,493463.825493917,667,6381.51438968861,3.61165022982361,0
43000,2,64,1,25,499845.339883605,496,6362.94439905899,2.93033699917286,0
43000,2,65,1,26,506208.284282664,494,6726.09421836794,1.79274144165719,0
43000,2,66,1,27,512934.378501032,562,6610.85424801195,1.11382119818681,0
43000,2,67,1,28,519545.232749044,528,10483.8255255204,0,1
43000,2,68,1,29,530029.058274565,420,6613.98967210157,7.04595860467395,0
43000,2,69,1,30,536643.047946666,427,6140.16060703306,6.44826123970439,0
43000,2,70,1,31,542783.208553699,462,6668.16649785324,6.32199893119338,0
43000,2,71,1,32,549451.375051553,832,6828.66845013585,5.85834827471466,0
43000,2,72,1,33,556280.043501688,547,6626.60524074454,5.73415227800443,0
43000,2,73,1,34,562906.648742433,448,6213.45376227191,5.4371868013492,0
